"trade_id","symbol","action","quantity","cost_basis","date","description","created_at","modified_at","custodian"
325,"BTC","BUY",0.00613846,48886.47,"2021-04-25 23:25:00+00",,"2022-11-24 12:40:23.837541+00","2022-11-24 12:40:23.837541+00","ROBINHOOD"
326,"BTC","BUY",0.00204164,48979.94,"2021-04-25 23:51:00+00",,"2022-11-24 12:40:23.842647+00","2022-11-24 12:40:23.842648+00","ROBINHOOD"
327,"BTC","BUY",0.00187385,53367.04,"2021-04-26 10:49:00+00",,"2022-11-24 12:40:23.847859+00","2022-11-24 12:40:23.847859+00","ROBINHOOD"
328,"AAPL","SELL",1.483899,134.78,"2021-04-26 13:30:00+00",,"2022-11-24 12:40:23.855541+00","2022-11-24 12:40:23.855541+00","ROBINHOOD"
329,"UAL","SELL",9.257544,54.01,"2021-04-26 13:30:00+00",,"2022-11-24 12:40:23.867887+00","2022-11-24 12:40:23.867887+00","ROBINHOOD"
330,"UAL","SELL",5.554526,54.01,"2021-04-26 13:30:00+00",,"2022-11-24 12:40:23.880528+00","2022-11-24 12:40:23.880528+00","ROBINHOOD"
331,"BTC","BUY",0.0037836,52857.6,"2021-04-26 21:22:00+00",,"2022-11-24 12:40:23.890907+00","2022-11-24 12:40:23.890907+00","ROBINHOOD"
332,"ETH","BUY",0.0821,2436.04,"2021-04-26 21:22:00+00",,"2022-11-24 12:40:23.895933+00","2022-11-24 12:40:23.895933+00","ROBINHOOD"
333,"ETH","SELL",0.367971,2717.61,"2021-04-29 08:36:00+00",,"2022-11-24 12:40:23.906736+00","2022-11-24 12:40:23.906736+00","ROBINHOOD"
334,"ETH","SELL",0.182855,2733.73,"2021-04-29 19:12:00+00",,"2022-11-24 12:40:23.919063+00","2022-11-24 12:40:23.919063+00","ROBINHOOD"
335,"BTC","SELL",0.01734635,57649.04,"2021-05-01 13:55:00+00",,"2022-11-24 12:40:23.92867+00","2022-11-24 12:40:23.928671+00","ROBINHOOD"
336,"ETH","SELL",0.347862,2874.71,"2021-05-01 13:56:00+00",,"2022-11-24 12:40:23.941141+00","2022-11-24 12:40:23.941142+00","ROBINHOOD"
337,"ETH","SELL",0.121765,2874.45,"2021-05-01 13:58:00+00",,"2022-11-24 12:40:23.95923+00","2022-11-24 12:40:23.95923+00","ROBINHOOD"
338,"BTC","SELL",0.00606601,57698.63,"2021-05-01 13:58:00+00",,"2022-11-24 12:40:23.97192+00","2022-11-24 12:40:23.97192+00","ROBINHOOD"
339,"ETH","SELL",0.149189,3351.46,"2021-05-04 09:21:00+00",,"2022-11-24 12:40:23.984452+00","2022-11-24 12:40:23.984453+00","ROBINHOOD"
340,"ETH","BUY",0.076051,3286.56,"2021-05-05 07:17:00+00",,"2022-11-24 12:40:23.997765+00","2022-11-24 12:40:23.997765+00","ROBINHOOD"
341,"ETH","BUY",0.07462,3350.35,"2021-05-05 08:08:00+00",,"2022-11-24 12:40:24.003333+00","2022-11-24 12:40:24.003333+00","ROBINHOOD"
342,"ETH","SELL",0.085112,3524.81,"2021-05-05 23:48:00+00",,"2022-11-24 12:40:24.012358+00","2022-11-24 12:40:24.012358+00","ROBINHOOD"
343,"ETH","BUY",0.085613,3504.3,"2021-05-06 04:15:00+00",,"2022-11-24 12:40:24.020176+00","2022-11-24 12:40:24.020176+00","ROBINHOOD"
344,"ETH","SELL",0.59087,3367.03,"2021-05-06 07:01:00+00",,"2022-11-24 12:40:24.028483+00","2022-11-24 12:40:24.028484+00","ROBINHOOD"
345,"ETH","BUY",0.581419,3444.11,"2021-05-06 07:44:00+00",,"2022-11-24 12:40:24.053708+00","2022-11-24 12:40:24.053708+00","ROBINHOOD"
346,"DOGE","SELL",23,0.569086,"2021-05-07 00:16:00+00",,"2022-11-24 12:40:24.061117+00","2022-11-24 12:40:24.061117+00","ROBINHOOD"
347,"DOGE","BUY",149,0.567046,"2021-05-09 04:52:00+00",,"2022-11-24 12:40:24.069386+00","2022-11-24 12:40:24.069386+00","ROBINHOOD"
348,"ETH","BUY",0.050739,3941.72,"2021-05-11 09:03:00+00",,"2022-11-24 12:40:24.074112+00","2022-11-24 12:40:24.074112+00","ROBINHOOD"
349,"DOGE","BUY",97,0.510457,"2021-05-11 09:14:00+00",,"2022-11-24 12:40:24.079583+00","2022-11-24 12:40:24.079583+00","ROBINHOOD"
350,"TSLA","BUY",0.333488,599.72,"2021-05-11 13:30:00+00",,"2022-11-24 12:40:24.08495+00","2022-11-24 12:40:24.08495+00","ROBINHOOD"
351,"NVDA","BUY",0.180985,552.53,"2021-05-11 13:30:00+00",,"2022-11-24 12:40:24.090044+00","2022-11-24 12:40:24.090044+00","ROBINHOOD"
352,"ETH","BUY",0.023198,4310.44,"2021-05-12 08:22:00+00",,"2022-11-24 12:40:24.095427+00","2022-11-24 12:40:24.095427+00","ROBINHOOD"
353,"ETH","SELL",0.024271,4120.08,"2021-05-12 16:49:00+00",,"2022-11-24 12:40:24.108614+00","2022-11-24 12:40:24.108614+00","ROBINHOOD"
354,"ETH","BUY",0.024512,4079.89,"2021-05-12 18:26:00+00",,"2022-11-24 12:40:24.117591+00","2022-11-24 12:40:24.117591+00","ROBINHOOD"
355,"DOGE","BUY",45.44,0.440215,"2021-05-13 03:02:00+00",,"2022-11-24 12:40:24.122705+00","2022-11-24 12:40:24.122705+00","ROBINHOOD"
356,"ETH","BUY",0.025238,3963.32,"2021-05-13 03:03:00+00",,"2022-11-24 12:40:24.130076+00","2022-11-24 12:40:24.130076+00","ROBINHOOD"
357,"TSLA","BUY",0.166147,601.88,"2021-05-13 13:30:00+00",,"2022-11-24 12:40:24.134847+00","2022-11-24 12:40:24.134847+00","ROBINHOOD"
358,"ETH","BUY",0.012626,3959.82,"2021-05-14 10:21:00+00",,"2022-11-24 12:40:24.138008+00","2022-11-24 12:40:24.138008+00","ROBINHOOD"
359,"ETH","BUY",0.149689,3341.48,"2021-05-17 16:08:00+00",,"2022-11-24 12:40:24.141089+00","2022-11-24 12:40:24.14109+00","ROBINHOOD"
360,"BTC","BUY",0.00457705,43700.97,"2021-05-17 16:08:00+00",,"2022-11-24 12:40:24.144609+00","2022-11-24 12:40:24.144609+00","ROBINHOOD"
361,"ETH","BUY",0.151695,3296.11,"2021-05-17 18:32:00+00",,"2022-11-24 12:40:24.147876+00","2022-11-24 12:40:24.147876+00","ROBINHOOD"
362,"ETH","BUY",0.2929,3415.6,"2021-05-17 20:11:00+00",,"2022-11-24 12:40:24.151085+00","2022-11-24 12:40:24.151085+00","ROBINHOOD"
363,"BTC","BUY",0.01127903,44333.21,"2021-05-17 20:11:00+00",,"2022-11-24 12:40:24.154005+00","2022-11-24 12:40:24.154005+00","ROBINHOOD"
364,"ETH","BUY",0.147229,3395.78,"2021-05-17 21:12:00+00",,"2022-11-24 12:40:24.156911+00","2022-11-24 12:40:24.156911+00","ROBINHOOD"
365,"ETH","BUY",0.141403,3537.01,"2021-05-18 05:31:00+00",,"2022-11-24 12:40:24.16087+00","2022-11-24 12:40:24.16087+00","ROBINHOOD"
366,"ETH","BUY",0.142493,3509.09,"2021-05-18 11:23:00+00",,"2022-11-24 12:40:24.165515+00","2022-11-24 12:40:24.165515+00","ROBINHOOD"
367,"ETH","BUY",0.14679,3405.98,"2021-05-18 17:05:00+00",,"2022-11-24 12:40:24.170039+00","2022-11-24 12:40:24.170039+00","ROBINHOOD"
368,"TSLA","BUY",0.341722,585.27,"2021-05-18 17:23:00+00",,"2022-11-24 12:40:24.173436+00","2022-11-24 12:40:24.173437+00","ROBINHOOD"
369,"ETH","BUY",0.033123,3018.43,"2021-05-19 06:28:00+00",,"2022-11-24 12:40:24.17731+00","2022-11-24 12:40:24.177311+00","ROBINHOOD"
370,"ETH","BUY",0.043966,2275.84,"2021-05-20 01:16:00+00",,"2022-11-24 12:40:24.180532+00","2022-11-24 12:40:24.180532+00","ROBINHOOD"
371,"ETH","BUY",0.0371,2692.86,"2021-05-20 07:10:00+00",,"2022-11-24 12:40:24.184905+00","2022-11-24 12:40:24.184905+00","ROBINHOOD"
372,"ETH","BUY",0.368356,2714.07,"2021-05-20 07:55:00+00",,"2022-11-24 12:40:24.189534+00","2022-11-24 12:40:24.189534+00","ROBINHOOD"
373,"ETH","BUY",0.076899,2600.81,"2021-05-20 09:25:00+00",,"2022-11-24 12:40:24.194297+00","2022-11-24 12:40:24.194297+00","ROBINHOOD"
374,"GOOG","BUY",0.085909,2328.04,"2021-05-20 13:30:00+00",,"2022-11-24 12:40:24.198969+00","2022-11-24 12:40:24.198969+00","ROBINHOOD"
375,"BTC","BUY",0.00249812,40054.01,"2021-05-20 18:51:00+00",,"2022-11-24 12:40:24.203517+00","2022-11-24 12:40:24.203517+00","ROBINHOOD"
376,"ETH","BUY",0.070562,2836.68,"2021-05-20 23:01:00+00",,"2022-11-24 12:40:24.207818+00","2022-11-24 12:40:24.207818+00","ROBINHOOD"
377,"ETH","BUY",0.037025,2700.55,"2021-05-21 08:34:00+00",,"2022-11-24 12:40:24.212585+00","2022-11-24 12:40:24.212585+00","ROBINHOOD"
378,"GOOG","BUY",0.084531,2366,"2021-05-21 13:30:00+00",,"2022-11-24 12:40:24.217303+00","2022-11-24 12:40:24.217303+00","ROBINHOOD"
379,"SQ","BUY",1.450669,206.8,"2021-05-21 13:30:00+00",,"2022-11-24 12:40:24.22191+00","2022-11-24 12:40:24.22191+00","ROBINHOOD"
380,"TSLA","BUY",0.335188,596.68,"2021-05-21 13:30:00+00",,"2022-11-24 12:40:24.226532+00","2022-11-24 12:40:24.226532+00","ROBINHOOD"
381,"NVDA","BUY",0.412691,605.78,"2021-05-21 13:30:00+00",,"2022-11-24 12:40:24.231323+00","2022-11-24 12:40:24.231323+00","ROBINHOOD"
382,"ETH","BUY",0.083971,2382.14,"2021-05-21 23:05:00+00",,"2022-11-24 12:40:24.236028+00","2022-11-24 12:40:24.236028+00","ROBINHOOD"
383,"BTC","BUY",0.00520932,38392.67,"2021-05-24 12:59:00+00",,"2022-11-24 12:40:24.240731+00","2022-11-24 12:40:24.240731+00","ROBINHOOD"
384,"GOOG","BUY",0.833886,2398.41,"2021-05-24 14:16:00+00",,"2022-11-24 12:40:24.246095+00","2022-11-24 12:40:24.246095+00","ROBINHOOD"
385,"AAPL","BUY",7.964954,125.55,"2021-05-28 13:30:00+00",,"2022-11-24 12:40:24.250344+00","2022-11-24 12:40:24.250344+00","ROBINHOOD"
386,"ABNB","BUY",0.695313,143.82,"2021-06-01 13:30:00+00",,"2022-11-24 12:40:24.255038+00","2022-11-24 12:40:24.255038+00","ROBINHOOD"
387,"AAPL","BUY",7.990416,125.15,"2021-06-01 13:30:00+00",,"2022-11-24 12:40:24.259548+00","2022-11-24 12:40:24.259548+00","ROBINHOOD"
388,"GOOG","BUY",0.41288,2422.01,"2021-06-01 13:30:00+00",,"2022-11-24 12:40:24.264408+00","2022-11-24 12:40:24.264409+00","ROBINHOOD"
389,"SQ","BUY",4.484322,223,"2021-06-01 13:32:00+00",,"2022-11-24 12:40:24.269051+00","2022-11-24 12:40:24.269052+00","ROBINHOOD"
390,"UAL","SELL",3.355704,59.6,"2021-06-01 17:07:00+00",,"2022-11-24 12:40:24.277333+00","2022-11-24 12:40:24.277333+00","ROBINHOOD"
391,"SQ","BUY",0.913242,219,"2021-06-03 13:30:00+00",,"2022-11-24 12:40:24.2883+00","2022-11-24 12:40:24.288301+00","ROBINHOOD"
392,"NVDA","BUY",0.149693,668.03,"2021-06-03 13:30:00+00",,"2022-11-24 12:40:24.293043+00","2022-11-24 12:40:24.293043+00","ROBINHOOD"
393,"UAL","SELL",2.519665,59.53,"2021-06-03 13:30:00+00",,"2022-11-24 12:40:24.3003+00","2022-11-24 12:40:24.3003+00","ROBINHOOD"
394,"NVDA","BUY",0.699878,714.41,"2021-06-16 15:52:00+00",,"2022-11-24 12:40:24.312696+00","2022-11-24 12:40:24.312696+00","ROBINHOOD"
395,"ABNB","BUY",1.321964,151.29,"2021-06-16 15:52:00+00",,"2022-11-24 12:40:24.317369+00","2022-11-24 12:40:24.317369+00","ROBINHOOD"
396,"SQ","BUY",2.207403,226.51,"2021-06-16 15:54:00+00",,"2022-11-24 12:40:24.321585+00","2022-11-24 12:40:24.321585+00","ROBINHOOD"
397,"GOOG","BUY",0.396378,2522.84,"2021-06-16 15:54:00+00",,"2022-11-24 12:40:24.326337+00","2022-11-24 12:40:24.326337+00","ROBINHOOD"
398,"AAPL","BUY",7.674302,130.31,"2021-06-16 15:54:00+00",,"2022-11-24 12:40:24.330861+00","2022-11-24 12:40:24.330861+00","ROBINHOOD"
399,"DIS","BUY",1.165925,171.54,"2021-06-21 13:30:00+00",,"2022-11-24 12:40:24.335415+00","2022-11-24 12:40:24.335415+00","ROBINHOOD"
400,"GOOG","BUY",0.393725,2539.84,"2021-06-23 17:17:00+00",,"2022-11-24 12:40:24.340318+00","2022-11-24 12:40:24.340318+00","ROBINHOOD"
401,"DOGE","BUY",429.14,0.233208,"2021-06-24 08:02:00+00",,"2022-11-24 12:40:24.345501+00","2022-11-24 12:40:24.345501+00","ROBINHOOD"
402,"TSLA","BUY",1.488886,671.64,"2021-06-28 13:30:00+00",,"2022-11-24 12:40:24.35034+00","2022-11-24 12:40:24.35034+00","ROBINHOOD"
403,"BTC","BUY",0.02876659,34758.22,"2021-06-29 06:14:00+00",,"2022-11-24 12:40:24.354832+00","2022-11-24 12:40:24.354832+00","ROBINHOOD"
404,"TSLA","BUY",1.459598,685.12,"2021-06-29 13:30:00+00",,"2022-11-24 12:40:24.36006+00","2022-11-24 12:40:24.36006+00","ROBINHOOD"
405,"TSLA","BUY",1.46873,680.86,"2021-06-30 19:42:00+00",,"2022-11-24 12:40:24.365271+00","2022-11-24 12:40:24.365271+00","ROBINHOOD"
406,"NVDA","BUY",0.602507,829.87,"2021-07-06 13:30:00+00",,"2022-11-24 12:40:24.369155+00","2022-11-24 12:40:24.369155+00","ROBINHOOD"
407,"DOGE","BUY",4585.64,0.218074,"2021-07-10 07:26:00+00",,"2022-11-24 12:40:24.373567+00","2022-11-24 12:40:24.373567+00","ROBINHOOD"
408,"NVDA","BUY",0.617283,810,"2021-07-12 13:30:00+00",,"2022-11-24 12:40:24.378875+00","2022-11-24 12:40:24.378876+00","ROBINHOOD"
409,"NVDA","BUY",0.131074,762.93,"2021-07-15 17:10:00+00",,"2022-11-24 12:40:24.392906+00","2022-11-24 12:40:24.392906+00","ROBINHOOD"
410,"NVDA","BUY",1.020933,195.9,"2021-07-22 20:35:00+00",,"2022-11-24 12:40:24.434382+00","2022-11-24 12:40:24.434382+00","ROBINHOOD"
411,"SQ","BUY",0.38331,260.89,"2021-07-22 20:36:00+00",,"2022-11-24 12:40:24.439321+00","2022-11-24 12:40:24.439321+00","ROBINHOOD"
412,"AAPL","BUY",0.680596,146.93,"2021-07-22 20:37:00+00",,"2022-11-24 12:40:24.443861+00","2022-11-24 12:40:24.443861+00","ROBINHOOD"
413,"HOOD","BUY",20,38,"2021-07-29 16:24:00+00",,"2022-11-24 12:40:24.448538+00","2022-11-24 12:40:24.448538+00","ROBINHOOD"
414,"HOOD","SELL",14.641117,34.16,"2021-07-29 16:39:00+00",,"2022-11-24 12:40:24.455392+00","2022-11-24 12:40:24.455392+00","ROBINHOOD"
415,"NVDA","BUY",1.030061,194.16,"2021-07-30 16:35:00+00",,"2022-11-24 12:40:24.462806+00","2022-11-24 12:40:24.462806+00","ROBINHOOD"
416,"HOOD","SELL",2.634351,37.96,"2021-08-03 13:30:00+00",,"2022-11-24 12:40:24.469862+00","2022-11-24 12:40:24.469862+00","ROBINHOOD"
417,"ETH","BUY",0.045054,3329.35,"2021-08-14 09:48:00+00",,"2022-11-24 12:40:24.477367+00","2022-11-24 12:40:24.477367+00","ROBINHOOD"
418,"BTC","SELL",0.01993497,50163.09,"2021-08-23 08:23:00+00",,"2022-11-24 12:40:24.485411+00","2022-11-24 12:40:24.485411+00","ROBINHOOD"
419,"BTC","SELL",0.00398753,50155.95,"2021-08-23 08:23:00+00",,"2022-11-24 12:40:24.512798+00","2022-11-24 12:40:24.512798+00","ROBINHOOD"
420,"COIN","BUY",1.901135,263,"2021-08-23 13:30:00+00",,"2022-11-24 12:40:24.523073+00","2022-11-24 12:40:24.523073+00","ROBINHOOD"
421,"GOOG","BUY",0.03597,2780.09,"2021-08-23 13:30:00+00",,"2022-11-24 12:40:24.527796+00","2022-11-24 12:40:24.527796+00","ROBINHOOD"
422,"COIN","BUY",0.6844,263,"2021-08-23 13:30:00+00",,"2022-11-24 12:40:24.532387+00","2022-11-24 12:40:24.532388+00","ROBINHOOD"
423,"NVDA","BUY",0.953613,209.73,"2021-08-23 13:30:00+00",,"2022-11-24 12:40:24.537882+00","2022-11-24 12:40:24.537882+00","ROBINHOOD"
424,"GOOG","BUY",0.359714,2779.99,"2021-08-23 13:30:00+00",,"2022-11-24 12:40:24.543415+00","2022-11-24 12:40:24.543416+00","ROBINHOOD"
425,"AAPL","BUY",3.373798,148.2,"2021-08-23 13:30:00+00",,"2022-11-24 12:40:24.549097+00","2022-11-24 12:40:24.549097+00","ROBINHOOD"
426,"AAPL","BUY",0.674773,148.2,"2021-08-23 13:30:00+00",,"2022-11-24 12:40:24.554118+00","2022-11-24 12:40:24.554118+00","ROBINHOOD"
427,"GOOG","BUY",0.174968,2857.67,"2021-08-25 13:30:00+00",,"2022-11-24 12:40:24.558433+00","2022-11-24 12:40:24.558433+00","ROBINHOOD"
428,"AAPL","BUY",0.667957,149.71,"2021-08-25 13:30:00+00",,"2022-11-24 12:40:24.56364+00","2022-11-24 12:40:24.56364+00","ROBINHOOD"
429,"COIN","BUY",0.389098,257,"2021-08-25 13:30:00+00",,"2022-11-24 12:40:24.568254+00","2022-11-24 12:40:24.568254+00","ROBINHOOD"
430,"SFIX","BUY",3.291769,42.53,"2021-08-25 13:30:00+00",,"2022-11-24 12:40:24.572969+00","2022-11-24 12:40:24.572969+00","ROBINHOOD"
431,"NVDA","BUY",0.459963,217.41,"2021-08-25 13:30:00+00",,"2022-11-24 12:40:24.577597+00","2022-11-24 12:40:24.577597+00","ROBINHOOD"
432,"NVDA","BUY",0.45045,222,"2021-08-26 13:30:00+00",,"2022-11-24 12:40:24.582663+00","2022-11-24 12:40:24.582663+00","ROBINHOOD"
433,"SQ","BUY",0.740821,269.97,"2021-08-31 17:17:00+00",,"2022-11-24 12:40:24.587802+00","2022-11-24 12:40:24.587802+00","ROBINHOOD"
434,"NVDA","BUY",0.891047,224.46,"2021-08-31 17:17:00+00",,"2022-11-24 12:40:24.592575+00","2022-11-24 12:40:24.592575+00","ROBINHOOD"
435,"AAPL","BUY",3.281162,152.39,"2021-08-31 17:18:00+00",,"2022-11-24 12:40:24.597825+00","2022-11-24 12:40:24.597825+00","ROBINHOOD"
436,"COIN","BUY",0.578559,259.26,"2021-08-31 17:19:00+00",,"2022-11-24 12:40:24.621559+00","2022-11-24 12:40:24.621559+00","ROBINHOOD"
437,"MSFT","BUY",3.299785,303.05,"2021-08-31 17:22:00+00",,"2022-11-24 12:40:24.627467+00","2022-11-24 12:40:24.627468+00","ROBINHOOD"
438,"CRM","BUY",1.87871,266.14,"2021-08-31 17:23:00+00",,"2022-11-24 12:40:24.633439+00","2022-11-24 12:40:24.633439+00","ROBINHOOD"
439,"TEAM","BUY",0.681328,366.93,"2021-08-31 17:24:00+00",,"2022-11-24 12:40:24.638501+00","2022-11-24 12:40:24.638501+00","ROBINHOOD"
440,"NVDA","BUY",0.444463,224.99,"2021-09-01 13:30:00+00",,"2022-11-24 12:40:24.64355+00","2022-11-24 12:40:24.64355+00","ROBINHOOD"
441,"BTC","SELL",0.03970936,50368.48,"2021-09-04 09:48:00+00",,"2022-11-24 12:40:24.655613+00","2022-11-24 12:40:24.655613+00","ROBINHOOD"
442,"BTC","SELL",0.01,51727.57,"2021-09-06 01:42:00+00",,"2022-11-24 12:40:24.710954+00","2022-11-24 12:40:24.710954+00","ROBINHOOD"
443,"AAPL","BUY",0.645161,155,"2021-09-10 13:30:00+00",,"2022-11-24 12:40:24.728707+00","2022-11-24 12:40:24.728707+00","ROBINHOOD"
444,"NVDA","BUY",0.447729,223.35,"2021-09-10 13:30:00+00",,"2022-11-24 12:40:24.733516+00","2022-11-24 12:40:24.733516+00","ROBINHOOD"
445,"SQ","BUY",0.790858,252.89,"2021-09-10 13:30:00+00",,"2022-11-24 12:40:24.740525+00","2022-11-24 12:40:24.740525+00","ROBINHOOD"
446,"COIN","BUY",0.776367,257.61,"2021-09-10 13:30:00+00",,"2022-11-24 12:40:24.745771+00","2022-11-24 12:40:24.745771+00","ROBINHOOD"
447,"GOOG","BUY",0.034915,2864.1,"2021-09-13 13:30:00+00",,"2022-11-24 12:40:24.750502+00","2022-11-24 12:40:24.750502+00","ROBINHOOD"
448,"SQ","BUY",0.402026,248.74,"2021-09-13 13:30:00+00",,"2022-11-24 12:40:24.755423+00","2022-11-24 12:40:24.755423+00","ROBINHOOD"
449,"NVDA","BUY",0.440858,226.83,"2021-09-13 13:30:00+00",,"2022-11-24 12:40:24.759893+00","2022-11-24 12:40:24.759893+00","ROBINHOOD"
450,"COIN","BUY",0.811197,246.55,"2021-09-13 13:30:00+00",,"2022-11-24 12:40:24.764474+00","2022-11-24 12:40:24.764474+00","ROBINHOOD"
451,"AAPL","BUY",0.673783,148.42,"2021-09-16 13:30:00+00",,"2022-11-24 12:40:24.769127+00","2022-11-24 12:40:24.769127+00","ROBINHOOD"
452,"AAPL","BUY",1.368878,146.11,"2021-09-17 18:50:00+00",,"2022-11-24 12:40:24.77386+00","2022-11-24 12:40:24.77386+00","ROBINHOOD"
453,"GOOG","BUY",0.070685,2829.45,"2021-09-17 18:50:00+00",,"2022-11-24 12:40:24.77882+00","2022-11-24 12:40:24.77882+00","ROBINHOOD"
454,"NVDA","BUY",2.725909,220.11,"2021-09-17 18:51:00+00",,"2022-11-24 12:40:24.783371+00","2022-11-24 12:40:24.783371+00","ROBINHOOD"
455,"NVDA","BUY",0.472464,211.66,"2021-09-20 13:30:00+00",,"2022-11-24 12:40:24.78864+00","2022-11-24 12:40:24.788641+00","ROBINHOOD"
456,"NVDA","BUY",2.374103,210.61,"2021-09-20 15:16:00+00",,"2022-11-24 12:40:24.793444+00","2022-11-24 12:40:24.793444+00","ROBINHOOD"
457,"SQ","BUY",1.203867,249.2,"2021-09-20 15:17:00+00",,"2022-11-24 12:40:24.79814+00","2022-11-24 12:40:24.79814+00","ROBINHOOD"
458,"AAPL","BUY",1.396794,143.19,"2021-09-20 15:18:00+00",,"2022-11-24 12:40:24.802535+00","2022-11-24 12:40:24.802536+00","ROBINHOOD"
459,"NVDA","BUY",0.948316,210.9,"2021-09-20 20:11:00+00",,"2022-11-24 12:40:24.807796+00","2022-11-24 12:40:24.807796+00","ROBINHOOD"
460,"DIS","BUY",1.122708,178.14,"2021-09-20 20:12:00+00",,"2022-11-24 12:40:24.812508+00","2022-11-24 12:40:24.812508+00","ROBINHOOD"
461,"SQ","BUY",1.20275,249.43,"2021-09-20 20:12:00+00",,"2022-11-24 12:40:24.817622+00","2022-11-24 12:40:24.817622+00","ROBINHOOD"
462,"ETH","BUY",0.2,3067.05,"2021-09-20 20:13:00+00",,"2022-11-24 12:40:24.822435+00","2022-11-24 12:40:24.822435+00","ROBINHOOD"
463,"COIN","BUY",1.265789,237.01,"2021-09-21 13:30:00+00",,"2022-11-24 12:40:24.827113+00","2022-11-24 12:40:24.827114+00","ROBINHOOD"
464,"ABNB","BUY",0.58292,171.55,"2021-09-23 13:30:00+00",,"2022-11-24 12:40:24.832206+00","2022-11-24 12:40:24.832206+00","ROBINHOOD"
465,"NVDA","BUY",0.452284,221.1,"2021-09-23 13:30:00+00",,"2022-11-24 12:40:24.836948+00","2022-11-24 12:40:24.836949+00","ROBINHOOD"
466,"SFIX","BUY",2.466699,40.54,"2021-09-23 13:30:00+00",,"2022-11-24 12:40:24.84189+00","2022-11-24 12:40:24.841891+00","ROBINHOOD"
467,"SQ","BUY",0.379161,263.74,"2021-09-23 13:31:00+00",,"2022-11-24 12:40:24.846375+00","2022-11-24 12:40:24.846375+00","ROBINHOOD"
468,"BTC","SELL",0.005,42305.35,"2021-09-29 08:18:00+00",,"2022-11-24 12:40:24.85521+00","2022-11-24 12:40:24.85521+00","ROBINHOOD"
469,"SQ","BUY",1.019148,245.3,"2021-09-29 13:31:00+00",,"2022-11-24 12:40:24.868291+00","2022-11-24 12:40:24.868291+00","ROBINHOOD"
470,"ETH","SELL",0.5,3276.98,"2021-10-02 06:34:00+00",,"2022-11-24 12:40:24.876081+00","2022-11-24 12:40:24.876081+00","ROBINHOOD"
471,"SQ","BUY",2.12315,235.5,"2021-10-04 13:30:00+00",,"2022-11-24 12:40:24.903085+00","2022-11-24 12:40:24.903085+00","ROBINHOOD"
472,"ETH","SELL",0.6,3372.31,"2021-10-05 06:01:00+00",,"2022-11-24 12:40:24.910915+00","2022-11-24 12:40:24.910915+00","ROBINHOOD"
473,"NVDA","BUY",2.505637,199.55,"2021-10-05 13:30:00+00",,"2022-11-24 12:40:24.93799+00","2022-11-24 12:40:24.93799+00","ROBINHOOD"
474,"AAPL","BUY",1.433678,139.5,"2021-10-05 13:30:00+00",,"2022-11-24 12:40:24.942396+00","2022-11-24 12:40:24.942396+00","ROBINHOOD"
475,"ABNB","BUY",0.604254,165.49,"2021-10-05 13:30:00+00",,"2022-11-24 12:40:24.947187+00","2022-11-24 12:40:24.947187+00","ROBINHOOD"
476,"GOOG","BUY",0.074627,2680,"2021-10-05 13:30:00+00",,"2022-11-24 12:40:24.951584+00","2022-11-24 12:40:24.951584+00","ROBINHOOD"
477,"SQ","BUY",2.205646,226.69,"2021-10-05 13:31:00+00",,"2022-11-24 12:40:24.956468+00","2022-11-24 12:40:24.956469+00","ROBINHOOD"
478,"BTC","SELL",0.005,51523.44,"2021-10-06 06:47:00+00",,"2022-11-24 12:40:24.964024+00","2022-11-24 12:40:24.964025+00","ROBINHOOD"
479,"UAL","SELL",2.008426,49.79,"2021-10-06 13:30:00+00",,"2022-11-24 12:40:24.978775+00","2022-11-24 12:40:24.978775+00","ROBINHOOD"
480,"BTC","SELL",0.02,57353.05,"2021-10-12 08:43:00+00",,"2022-11-24 12:40:24.98888+00","2022-11-24 12:40:24.98888+00","ROBINHOOD"
481,"SQ","BUY",0.420026,238.08,"2021-10-12 13:31:00+00",,"2022-11-24 12:40:25.015283+00","2022-11-24 12:40:25.015283+00","ROBINHOOD"
482,"BTC","SELL",0.02,57356.99,"2021-10-14 10:19:00+00",,"2022-11-24 12:40:25.022961+00","2022-11-24 12:40:25.022961+00","ROBINHOOD"
483,"ETH","SELL",0.2,3629.26,"2021-10-14 10:20:00+00",,"2022-11-24 12:40:25.043441+00","2022-11-24 12:40:25.043441+00","ROBINHOOD"
484,"BTC","SELL",0.017,61488.61,"2021-10-16 10:10:00+00",,"2022-11-24 12:40:25.053774+00","2022-11-24 12:40:25.053775+00","ROBINHOOD"
485,"BTC","SELL",0.02126702,61669.6,"2021-10-19 08:38:00+00",,"2022-11-24 12:40:25.072226+00","2022-11-24 12:40:25.072226+00","ROBINHOOD"
486,"NVDA","BUY",2.243148,222.9,"2021-10-19 13:30:00+00",,"2022-11-24 12:40:25.079871+00","2022-11-24 12:40:25.079871+00","ROBINHOOD"
487,"AAPL","BUY",1.360525,147,"2021-10-19 13:30:00+00",,"2022-11-24 12:40:25.084499+00","2022-11-24 12:40:25.084499+00","ROBINHOOD"
488,"SQ","BUY",0.395961,252.55,"2021-10-25 13:30:00+00",,"2022-11-24 12:40:25.089799+00","2022-11-24 12:40:25.089799+00","ROBINHOOD"
